,id,job_id,company_display_name,location,title,latitude,longitude,redirect_url,description,category_tag,contract_time,created,company_name_clean,token_count_description
50,53,5455524249,openchip and software technologies sl,gent,frontend software engineer – ai platform,51.05401,3.7217,https://www.adzuna.be/details/5455524249?utm_medium=api&utm_source=64e51cf1,"openchip is looking for a frontend engineer to help design and build the user interface layer of our ai platform, a powerful developer platform for optimizing, deploying, and tracking ai systems. this is a greenfield opportunity to architect and implement a frontend that is far from typical: you’ll be working on data-dense dashboards, in-browser tooling for model configuration, local ai workflows, and interactive visualization of ml pipelines. you'll help define the structure and patterns of a …",it-jobs,full_time,2025-10-19t21:39:43z,openchip_and_software_technologies_sl,92
51,54,5439875964,abb,belgië,senior computer vision ai & ml engineer,,,https://www.adzuna.be/details/5439875964?utm_medium=api&utm_source=64e51cf1,"at abb, we help industries outrun - leaner and cleaner. here, progress is an expectation - for you, your team, and the world. as a global market leader, we’ll give you what you need to make it happen. it won’t always be easy, growing takes grit. but at abb, you’ll never run alone. run what runs the world. this role sits within abb's robotics business, a leading global robotics company. we're entering an exciting new chapter as we’ve announced the plan for softbank group to acquire abb robotics.…",it-jobs,full_time,2025-10-09t21:21:54z,abb,112
52,55,5439500957,nviso,belgië,ai software engineer,,,https://www.adzuna.be/details/5439500957?utm_medium=api&utm_source=64e51cf1,"who are we? the innovation mission of nviso is to leverage technology as a pivotal enabler for pioneering cyber security services that have a positive impact on our customers, brand exposure and bottom-line. the labs team collaborates with all business units by offering an innovation framework, ambassadorship and in-house expertise to transform the best ideas into impactful outcomes. building a well-oiled machine where people like to work & inspire all birds to become internal innovators are at…",it-jobs,,2025-10-09t15:18:21z,nviso,93
53,56,5431751480,sofico,belgië,junior ai engineer (m/f/d),,,https://www.adzuna.be/details/5431751480?utm_medium=api&utm_source=64e51cf1,"about the job this isn’t about watching from the sidelines, it’s about jumping in. a new team is exploring how intelligent agents can make life easier for customers managing complex contracts in automotive finance, leasing, fleet, and mobility. and you could be part of it. as a junior ai engineer , you’ll contribute to intelligent features built with llms and agent frameworks. expect hands-on collaboration with experienced engineers, exposure to cutting-edge tools, and plenty of chances to turn…",it-jobs,,2025-10-04t21:20:31z,sofico,95
54,57,5431751419,sofico,belgië,senior ai engineer (m/f/d),,,https://www.adzuna.be/details/5431751419?utm_medium=api&utm_source=64e51cf1,"about the job imagine being part of a team where ai isn’t just a buzzword, it’s a tool that solves real problems. a place where intelligent agents help customers manage complex contracts in automotive finance, leasing, fleet, and mobility management. that’s the mission. a new team was formed to explore agentic ai use cases that boost productivity and simplify decision-making. if you’re excited about turning cutting-edge tech into practical, secure, and scalable features, this might be your kind…",it-jobs,,2025-10-04t21:20:24z,sofico,98
55,58,5425716741,stryker,"zaventem, halle-vilvoorde",senior ai deployment engineer,50.88769,4.47013,https://www.adzuna.be/details/5425716741?utm_medium=api&utm_source=64e51cf1,"_role location : amsterdam!_ _if you are not in the netherlands we hope you are willing to relocate_ as a ? senior ai deployment enginee r , you will work along with a team of ai scientists, ai and xr application engineers, software engineers and clinical experts to design, develop, and deploy computer vision, augmented reality, mixed reality, multi-modal ai models and genai features into existing and new medical device products. this is a unique, high visibility opportunity for talented indivi…",unknown,,2025-10-02t04:01:23z,stryker,101
56,59,5423668169,microsoft,belgië,cloud & ai solution engineer – data platform,,,https://www.adzuna.be/land/ad/5423668169?se=2mg1ur_v8bgwzvtmcmwgla&utm_medium=api&utm_source=64e51cf1&v=cd46f58f51f95f9e180430900ecab6c06df874c3,"are you insatiably curious, deeply passionate about the realm of databases and analytics, and ready to tackle complex challenges in a dynamic environment in the era of ai? if so, we invite you to join our team as a cloud & ai solution engineer in innovative data platform for commercial customers at microsoft. here, you'll be at the forefront of innovation, working on cutting-edge projects that leverage the latest technologies to drive meaningful impact. join us and be part of a team that thrive…",it-jobs,,2025-10-01t12:19:18z,microsoft,96
57,60,5416282503,ag insurance,"brussel, brussel hoofdstad",ag insurance - ai data engineer,50.84674,4.35249,https://www.adzuna.be/land/ad/5416282503?se=2mg1ur_v8bgwzvtmcmwgla&utm_medium=api&utm_source=64e51cf1&v=e6363b753e61be9135834f630a4fec19afb6af81,"daarom kies je voor ag 'supporter van je leven' is niet zomaar een slogan. het is een ambitie, een mindset. want bij ag staan mensen centraal. wij zorgen ervoor dat jouw job zin heeft, zodat jij zin hebt om bij ons te werken. dag in dag uit maken we samen het verschil voor onze klanten. zodat ze in alle rust van hun leven kunnen genieten. dit is jouw topjob we zijn op zoek naar een getalenteerde ai data engineer met een zakelijke mindset. je komt terecht in een dynamische omgeving die kansen bi…",it-jobs,,2025-09-26t21:54:17z,ag_insurance,113
58,61,5394263117,sagacify,"sint-pieters-woluwe, brussel hoofdstad",business data analyst / project manager internship,50.830232,4.430011,https://www.adzuna.be/details/5394263117?utm_medium=api&utm_source=64e51cf1,"want to create a positive impact through ai? founded as one of the first ai companies in belgium with a mission to improve the world around us. we are believers in automation and efficiency, and we see artificial intelligence as a toolbox that will allow us to automate more of the growing list of tasks that no longer require human-level cognition. we are a passionate team of machine learning engineers, software developers, devops engineers, business developers and project managers. at sagacify …",unknown,,2025-09-11t18:24:23z,sagacify,95
59,62,5352419135,openchip and software technologies sl,gent,engineering manager - ai platform,51.05401,3.7217,https://www.adzuna.be/details/5352419135?utm_medium=api&utm_source=64e51cf1,"the role: we are seeking an experienced engineering manager to lead the design, development, and operation of our cutting-edge ai platform. this platform, will be the foundation for training and deploying sophisticated ai systems, with a particular focus on multi-agent architectures. this role requires a strategic thinker with strong technical leadership skills to guide a team of platform and ai engineers, ensuring the creation of a robust, scalable, and efficient environment for our ai initiat…",it-jobs,full_time,2025-08-14t17:49:03z,openchip_and_software_technologies_sl,89
60,63,5339305583,ai-d,"alken, tongeren",ai engineer,50.89829,5.30732,https://www.adzuna.be/details/5339305583?utm_medium=api&utm_source=64e51cf1,"bij ai-d helpen we organisaties om artificiële intelligentie tastbaar en waardevol te maken. niet met buzzwords, maar met concrete oplossingen en strategisch advies dat werkt. voor ons is ai geen tijdelijke trend, maar een structurele verandering in hoe bedrijven denken en doen. we bouwen oplossingen die impact maken: van slimme assistenten en procesautomatisatie tot op maat gemaakte analyses, decision support en ai-integraties. onze projecten combineren technische expertise met businessinzicht…",engineering-jobs,,2025-08-06t00:50:04z,ai-d,94
61,64,5312044075,partner in digital excellence,belgië,ai engineer,,,https://www.adzuna.be/details/5312044075?utm_medium=api&utm_source=64e51cf1,"de komende tien jaar bepaalt ai het wat en hoe van organisaties. data & ai spelen samen een cruciale rol. ae staat op de eerste rij om te bepalen hoe die transformatie er uit gaat zien. onze klanten geven we een end-to-end aanpak: we bouwen de technologie, nemen de mensen er in mee en gaan voor strategische impact . dat doen we met mensen die hun werk graag doen en er nog eens goed in zijn ook. bij ons bepaal je zelf waar jouw skills het beste tot hun recht komen. wij zoeken collega's die hun v…",it-jobs,full_time,2025-07-19t12:42:44z,partner_in_digital_excellence,111
62,65,5309761685,openchip and software technologies sl,gent,senior ai engineer,51.05401,3.7217,https://www.adzuna.be/details/5309761685?utm_medium=api&utm_source=64e51cf1,"we are looking for an outstanding individual with expertise in training large-scale ai models, including large language models (llms) or equivalent architectures. this person will play a key role in the development and optimization of ai workloads, collaborating closely with hardware and software engineers in a co-design environment. key responsibilities: · design, train, and optimize large-scale ai models, including llms and similar architectures. · collaborate with hardware and software engin…",it-jobs,full_time,2025-07-18t12:28:53z,openchip_and_software_technologies_sl,88
